,project_name,department,colour_rating,description_aims,rating_comment,start_date,end_date,schedule_comment,yearly_budget,yearly_forecast,wlc_baseline_incl_NCG,variance_comment,budget_comment,year,report_category,project_number,TOTAL Baseline Benefits (Łm),benefits_comment
934,NHSmail2,DoH Non Capital,Amber,"NHSmail provides a secure email, calendar, directory, fax and SMS text service provided for the NHS in England and Scotland to over 900,000 registered users. Further, NHSmail provides a national relay service which enables NHS organisations in England, Scotland and Wales to communicate. SMS text services provided are used extensively by NHS organisations with over 4.8 million SMS text messages sent each month. Services are centrally funded and are currently free to health and care organisation's at point of use.

NHSmail is a fully operational service, for which demand remains strong. High user satisfaction ratings and strong support from the National Stakeholder Engagement Group and National NHSmail Forum suggests a desire to continue a secure email service for the NHS in some form. The continuation of a need, along with a number of other key infrastructure projects, was confirmed in a Department of Health announcement on 22nd September 2011. 

The existing NHSmail contract was executed on 1st July 2004 for a 9 year term; it expired on 30th June 2014 with transition contract arrangements in place through to Mar-15 and further funding to be signed off in the next business case. The currently contracted supplier for this service is Vodafone. 

The aim of the NHSmail 2 project is therefore to identify a solution and replace the existing single NHSmail service by Jun-16 by working with Crown Commercial Service to get a number of secure email providers onto a Managed Email framework which will allow NHSmail to run a further competition to procure a replacement service provider from the framework including an integration service that will ensure that @nhs.net emails are directed to the correct provider, its customer organisations and their individual users; a central directory and government gateway service.
","The MPA RAG rating was Amber at Q2 2014.
Action taken by the Programme to improve delivery confidence include development of a fall-back plan in case contract refresh delayed; risk ownership assigned to project board team members; clear plan showing dependencies and critical path produced; resource plan developed and vacancies recruited; security requirements baselined; Access Policy update; and Procurement Strategy approved by the board. The path to green is through successful approval and award of contract.",29/03/2012,30/06/2016,"The NHSmail 2 Outline Business Case outlined that the service would be procured from the Crown Commercial Service Managed Email framework that was under procurement. The award of the framework was delayed, resulting in a critical path delay to the NHSmail 2 project. As of January 2015, the Managed Email framework has been awarded and contains 5 suppliers. The NHSmail 2 project is in its final stages of procurement. The impact of the delay has been to delay the contract award and subsequent delivery of NHSmail 2. During the delay period the NHSmail 1 service has continued and has provided benefits, meaning that whilst this is a time delay benefits have not been lost.", 27.39m, 19.09m, 168.09m,"The procurement of the NHSmail 2 service was delayed as the Crown Commercial Service  Managed Email framework was not available. This has delayed the closure of the NHSmail service and the transition costs associated with it into FY15/16. For absolute clarity, the whole life costs have not materially changed, the amount in 2014/15 has been reduced and in 2015/16 has been increased by a commensurate amount.",Budgeted whole life costs remain on target as per the Transition Full Business Case. ,2015.0,,,,
935,North Tees & Hartlepool Foundation Trust - New Hospital Development,DoH Capital,Green,"New Hospital Development at Wynyard, Teesside - To  respond to both the local health needs, national policy developments, and implement a key recommendation of the Independent Reconfiguration Panel's Report published in 2008.  The Trust, in partnership with its stakeholders, has planned to implement through the' Momentum - Pathways to Health Care Programme' care closer to home with a new hospital facility that is fit for purpose for the provision of modern acute care services. This will deliver a patient-centred and clinically driven local NHS responsive to the needs of the local people, delivering the best quality care available in an integrated and efficient way, in first rate facilities as close to home as possible. The scheme is anticipated to cost circa  272m (excluding VAT) - this is to be funded from a  100m capital contribution from the Treasury and the balance ( 172m) to be funded from PF2. ","The MPA RAG rating was Green at Q2 2014.
Since this return, the Trust has decided to pause the development work on the new hospital for the time being.  The Trust remains totally committed to developing a new hospital to meet the future needs of the people of Hartlepool, Stockton, Easington and Sedgefield. However, the Trust feels that the complexities of the approval process are such that the Trust will be unable to get a decision before the end of the current Parliament. It is anticipated that with a general election approaching in May 2015 the Trust believe it likely that all new developments will be reviewed in light of its own priorities. As a result, there inevitably will be further delay in the completion of the new hospital. The Trust has therefore decided to pause the development work on the new hospital. The project remains only affordable subject to a capital contribution from the Department of Health. The Trust would be ready to launch the procurement process subject to confirmation of funding and approval. ",01/04/2013,30/06/2017,"The Trust has decided to pause the development work on the new hospital for the time being.  Due to the complexities of the approval process, it is expected  that the Trust will be unable to get a decision to proceed before the end of the current Parliament. It is anticipated that with a general election approaching in May 2015 the Trust believe it likely that all new developments will be reviewed in light of its own priorities. As a result, there inevitably will be further delay in the completion of the new hospital and to this end, the key milestones outlined highlighted above are anticipated to change, namely:  start date (DH  / Monitor approval) to 25.9.2015 and the end of project (Mobilisation to the operational phase of PFI2) until 30.8.2019.", 0.00m, 0.00m, 975.83m,Budget variance less than 5%,No change,2015.0,,,,
936,Nursing Technology Fund,DoH Non Capital,Amber,"The launch of the Nursing Technology Fund  has come, in part, as a response to the GovernmentÂs commitment to reduce the burden of bureaucracy on nurses and midwives. The Fund will also allow them to use connected information and new technology to join up and improve services, make better informed decisions and deliver safer, more integrated care. 

The projects funded by the Nursing Technology Fund are envisaged to deliver a range of benefits for nurses and midwives helping them:
* improve patient outcomes through access to information and resources at the point of care;
Â spend more quality time with individual patients with a heightened level of acuity and dependency;
Â reduce unnecessary journeys and overall amount of time spent travelling;
Â significantly reduce multiple collections, transpositions and duplication of data;
Â significantly streamline care processes by eliminating non-value adding steps; and
Â improve access to services and reduce waiting time as a result of releasing time to care.","The MPA RAG rating was Amber at Q2 2014.
The delivery confidence was Amber as approval to launch the second round had, at that stage still not been obtained.  The nursing sector and supplier community were beginning to raise concerns around the delay. Since then, negotiations with Her Majesty's Treasury resulted in endorsement of the launch with a  35M funding envelope, and the Programme remains on track to distribute the 2014/15 awards by the end of March 2015, and thus an improved delivery confidence.",01/11/2013,No end date,"Approval to launch was received in November, resulting in a closing date for applications in December and approval of awards in January. The Programme remains on track to distribute the 2014/15 awards by the end of March 2015. A change in the funding profile was negotiated, meaning some awards will be distributed in 2015/16.", 70.00m, 70.35m, 100.00m,Budget variance less than 5%,"The funding for the second round was reduced from  70M to  35M. This means the projected whole-life costs are now  65.3M, consisting of  65M for distribution to health and care providers, with  300K for programme administration.",2015.0,,,,
937,Papworth Foundation Trust - New Papworth Hospital,DoH Capital,Amber/Green,"Papworth Hospital NHS Foundation Trust is one of the UKÂs leading cardiothoracic hospitals and an internationally recognised heart and lung centre.  It provides services to a core catchment population of approximately three million in Norfolk, Suffolk, Cambridgeshire, Mid and North Bedfordshire and surrounding areas and receives referrals for certain sub-specialties from throughout the UK.  The current site dees not provide the ability for the hospital to use the accommodation flexibly and the infrastructure is deteriorating.

The Trust developed a Clinical Vision for the development of its services in conjunction with AddenbrookeÂs Hospital, the Norfolk, Suffolk and Cambridgeshire Strategic Health Authority (now part of NHS Midlands and East), PCTs and other key stakeholders.  

The delivery of the vision is best achieved by the development of the new Papworth Hospital on the Cambridge Biomedical Campus with more integrated, improved services for patients as a result of the partnership with AddenbrookeÂs Hospital and the University of Cambridge School of Clinical Medicine.

Therefore the main purpose of this project is to relocate the Papworth hospital to the Cambridge Biomedical Campus.","The Amber/Green RAG status was assigned after a Departmental review in July 2012.
Amber/Green given is based upon the point the project is in its lifecycle i.e. all key approval stages passed; preferred bidder appointed and is reflective of the last Gateway assessment.",01/12/2003,01/11/2017,The project is expected to reach Financial Close in February 2015., 18.00m, 18.00m, 697.50m,Budget variance less than 5%,"The whole life costs include: 
- the purchase of the land at the Cambridge Biomedical Campus
- a capital contribution towards the capital cost of the new hospital
- transition costs
- the estimated annual cost of the Unitary Payment (as known Q2 2014/15)",2015.0,,,,
938,PHE Science Hub,DoH Capital,Amber,"The programme previously called Chrysalis evolved under the Health Protection Agency (HPA) from a new build on the Porton site to co-location of Porton elements (research, health protection services, and corporate services), along with two other major HPA sites on a single site in the vacated GSK Science Park at Harlow. HPAÂs Chrysalis Programme  focused on the urgent re-provision of the ageing, high security, high containment specialist microbiology laboratories at Porton Down that are a key part of the nationÂs defence against novel and dangerous microbiological pathogens such as pandemic flu, Ebola, anthrax and many others. 
The programme  transferred to Public Health England (PHE) on 31st March 2013. An independent due diligence review carried out for  PHE supported the continued investigation of Harlow and allowed PHE to continue to explore Harlow as an option for the Outline Business Case (OBC). The vision under PHE has continued to develop and builds upon and strengthens the strategic case for an integrated public health service. The business case is based on the delivery of a Âhub and spokeÂ model for public health science in PHE.The Âhub and spokeÂ model identifies the two core purposes within PHE:
- The national source of advice and expert science on protecting and improving the publicÂs health
- The local provider of key public health functions and the application of expert advice on public health interventions to local government and the local NHS
                                                                                                                                                                                                                             ","The MPA RAG rating was Amber at Q2 2014.
A recent review confirmed that all the actions to address recommendations had been completed. An Amber status was given for the Delivery Confidence Assessment. Many elements of the programme were found as exemplary or of a high standard. A total of 6 recommendations (5 critical, 1 essential) were made around the presentation of the Outline Business Case (OBC) submitted at the end of July. These were made to provide greater clarity and increased robustness. An action plan was formulated and all the critical  recommendations, were completed in the following  2-3 weeks. The 6th essential recommendation concerned streamlining some elements of the business case and will be completed once a decision is made on the OBC.",09/08/2013,30/03/2021,"The programme schedule for the year was dependent on a procurement  contract which in the end was more complex and took longer than anticipated to reach an acceptable agreement. This delayed the start of the design work but once commenced  remained on schedule over this period - completing the design work by the end of June 2014, and submitting the Outline Business Case (OBC) by the end of July 2014. An ambitious target of a decision on the OBC by the end of September 2014 has been set. Any delay beyond this will push back  any subsequent milestones although opportunities to bring milestones forward will obviously be sought.", 29.68m, 15.67m, 10447.57m,The forecast for 2014/15 is for an underspend due to the delayed commencement of the design work which constitutes the major spend for the programme over this period. Delays on an OBC decision will delay the recommencement of design and lead to further underspend.,"The whole life costs associated with the programmes are significant because the business case analysis has to cover an appraisal period of 60 years, plus 8 years of development and transition. This includes all staff and running costs associated with the functions included in the scope of the programme",2015.0,,,,
939,Pre-Pandemic Vaccine,DoH Non Capital,Amber/Red,"The aim of the project is to consult with subject matter experts on the feasibility of pre-pandemic vaccine (stockpile) and its effectiveness and, dependent on the outcome, procure further pre-pandemic vaccine to replace the existing stock that could expire at any time from July 2015 onwards (the company have retested the stock and extended the expiry date to July 2015. This date could be extended further, by testing for potency from this summer onwards).","The MPA RAG rating was Amber/Red at Q2 2014.                      This project is on hold following the Chief Medical Officer's request review the feasibility and appropriateness of maintaining such a stockpile in the light of the emergence of new viruses with pandemic potential.  This includes reviewing new and emerging technologies for flu vaccine and taking scientific advice from scientific and subject matter experts, including the New and Emerging Respiratory Virus Threats Advisory Group (NERVTAG).  The current vaccine stockpile will undergo regular potency testing from this summer.",01/10/2011,01/07/2014,Currently on hold.,Data exempt under Section 43 (2) of the Freedom of Information Act (2000),Data exempt under Section 43 (2) of the Freedom of Information Act (2000),Data exempt under Section 43 (2) of the Freedom of Information Act (2000),Data exempt under Section 43 (2) of the Freedom of Information Act (2000),Data exempt under Section 43 (2) of the Freedom of Information Act (2000),2015.0,,,,
940,Health and Social Care Network (Formerly Public Services Network for Health (PSNH)),DoH Non Capital,Red,"The programme has recently been renamed as the Health and Social Care Network, formerly called the Public Sector Network for Health. This is to reflect that the future network will support the growing information needs of a more integrated health and social care environment.

Health and Social Care Network is the programme set up, on behalf of the health and social care sector, to enable the provision of a network solution across the Health and Social Care landscape. Key deliverables will be the exit from the existing contract, disaggregation of the services, transition to a range of suppliers and ultimately the transformation of services to a digital, internet based platform, whilst aligning with Government Information and Communication Technology and Digital Strategies; including a reduction in the cost in comparison with the extant solution. 

The programme is currently undertaking a reset and review on its future direction, and  is going through a discovery phase working with subject matter experts to create a Blueprint that contains a strategic roadmap, target operating model and recommendations for a replacement network solution.  A Programme Mandate and  Programme Business Case have been created to develop the roadmap, into a focused and appraised strategic delivery case. The Programme Business Case is progressing through the approvals route.


","The MPA RAG rating was Red at Q2 2014.
The Cabinet Office's MPA rated the delivery confidence as Red. Agreeing the Programme Business Case is the key to improved delivery confidence and the Programme will continue to report a Red delivery confidence whilst the Programme Business Case is progressing through the approvals process and the discovery phase has still to complete. 

Action taken by the Programme includes a new Senior Responsible Owner and Programme Director joining the team changing the focus of delivery; Health and Social Care Network has been confirmed as a Programme, and is to be a pathfinder for the new Agile Business Case Approach; a Business Case team has been recruited including a financial modeller; there has been an emphasis on joining the current N3 service team with the Health and Social Care Network Teams to ensure continuity of service for customers; Terms of Reference have been approved and the Programme Board commenced; procurement of managed services and specialist resource to ensure that the resource is suitable;  risk and issue log created and a process to update and review developed fortnightly. Furthermore, communications to users of the current network solution have been made and stakeholder engagement has accelerated.
",29/03/2012,10/10/2014,"A plan was not published in Q2 2014/2015. The Programme has reset its strategic direction and as such the plan is to no longer relevant. The Programme has started to develop a Blueprint out of which agreement on the exit, transition and procurement plans will be developed. The programme end date is the 31st March 2017 when the current contract with N3SP comes to an end.  ", 177.46m, 1.89m, 748.16m,The budget was allocated according to the original plan which expected contract exit and transition to be taking place 2014/ 2015. The programme has been delayed while its strategic direction is reviewed and therefore this budget allocation is no longer relevant. The budget figure is as per the Strategic Outline Business Case and envisaged a completed transition to the Public Service Network for Health (as was) and does not include any spend on the current N3 service.,The budget whole life costs are currently under review due to the quick wins and Blueprint work being undertaken. This will be updated in the uplifted  Programme Business Case. ,2015.0,,,,
941,Rotavirus Immunisation Programme,DoH Non Capital,Green,"Background:  Rotavirus infection is the commonest cause of gastroenteritis in children under five years of age worldwide.   Rotavirus infection in the UK is seasonal, occurring mostly in winter and early spring.   In England and Wales an estimated 130,000 episodes of rotavirus-induced gastroenteritis occurred each year prior to the introduction of immunisation in children less than five years old and approximately 12,700 of these children were hospitalised.  In 2011 the Joint Committee on Immunisation and Vaccination (JCVI) advised that the Department of Health should introduce a rotavirus immunisation programme if the vaccine could be procured at a cost effective price.  Following negotiations with the manufacturer, the price paid for rotavirus vaccine resulted in the vaccination programme being cost effective. 
Objective:   The overarching objective of the rotavirus immunisation programme is the reduction of rotavirus-induced gastroenteritis in England.   
Scope:  The scope of the project is limited to England and includes all the elements required to successfully deliver a rotavirus vaccination programme.  
Benefits::  the programme is delivering: 
Â rotavirus immunisation for babies added to the national immunisation schedule; 
Â a reduction of rotavirus-induced gastroenteritis: and 
Â a reduction in the burden on the NHS by reducing hospital admissions and visits to GPs caused by rotavirus-induced gastroenteritis.
","The MPA RAG rating was Green at Q2 2014.
The delivery confidence assessment has been set at Green as rotavirus immunisation was successfully introduced on schedule on 1 July 2013. Vaccine uptake is in line with expectations at about 93% for one dose, and about 88% for the full course of two doses. The burden of rotavirus disease has reduced significantly following the introduction of the immunisation programme. Laboratory reports of confirmed instances of rotavirus for the period July 2013 to June 2014 were about 70% lower than the ten-season average for the same period in the seasons 2003/2004 to 2012/2013. This is an early indication, which needs to be confirmed by further investigation, that rotavirus immunisation is having an effect on the level of disease. A GMPP Exit Review was carried out in November 2014 and the Major Projects Authority has decided that this programme should be removed from the GMPP.",05/03/2009,01/04/2014,There have been no deviations from the planned schedule., 25.50m, 25.50m, 70.20m,Budget variance less than 5%,"The budgeted whole life costs (WLC) set out in the Q2 2014/15 GMPP return are estimates from the Full Business Case to implement the programme as a whole, including vaccine purchase costs borne by PHE and vaccine administration costs borne by NHS England. The business case was approved by HM Treasury on 13 August 2012. At that time the programme was planned to start in September 2013. Subsequently it was decided to commence the programme from July 2013, a decision which was agreed with DH Finance. The WLC figure has not changed since the equivalent transparency report in 2013/14.",2015.0,,,,
942,Royal Liverpool & Broadgreen ('World Class Hospitals; World Class Services - Renewing the Royal Liverpool University Hospital'),DoH Capital,Green,"A new Royal Liverpool University Hospital procured under the Private Finance Initiative. The scheme will address service delivery and building infrastructure concerns. It will secure the future provision of high quality service for the local population, together with specialised services for Cheshire, Merseyside and beyond and support world class research and teaching in partnership with the University of Liverpool. This will be achieved through the implementation of a Clinical Services Delivery Model, the development of services outside hospital, redeveloping or utilisation of facilities at Broadgreen Hospital and redeveloping the Royal Liverpool University Hospital. The existing hospital also presents a significant business continuity risk arising from serious issues concerning fire safety and the engineering structure.","The MPA RAG rating was Green at Q2 2014.
Following Financial Close in December 2013, construction commenced as planned in early February 2014. The construction programme has been delayed due to the discovery of asbestos on the site. However, the PFI Consortium has developed remedial measures and a revised programme shows a steady recovery of lost time so that the contractual completion date remains unchanged at March 2017.  The Trust continues to closely monitor the construction programme. Construction delay and asbestos removal are both Consortium risks - the Trust holds no risk.  The project has continued to receive high or significant assurance from the project's external auditors. ",01/06/2010,01/11/2016,"Although construction of the new hospital is behind the programme established at Financial Close, the Trust has received significant assurance from the PFI Consortium that the planned completion date will be achieved. Monthly Progress Meetings are held with the PFI Consortium and the Construction Contractor, with the Independent Tester and Technical Advisor to the project funders also present. The PFI contract places all risk of delay and cost overrun with the PFI Consortium.", 19.50m, 19.50m, 828.00m,Budget variance less than 5%,"The budgeted whole life cost includes project development costs, enabling schemes, the Authority's capital contribution and the PFI Unitary Payment for the thirty-year concession period. Following Financial Close for the PFI element of the development, these costs are fixed subject only to inflation on one part of the Unitary Payment.",2015.0,,,,
943,Royal National Orthopaedic Hospital (RNOH) NHS Trust PFI Project,DoH Capital,Green,"The Trust is the largest specialist orthopaedic hospital in the UK and continues to be regarded as a world leader in the field of orthopaedics despite its ageing and dysfunctional site.  The proposed facility has a capital value of approximately  40m and will include a mixture of approx 100 inpatients beds (Adult Acute and Children and Young People's Services); - Therapy areas for both inpatient service areas; - A new main entrance; - Inpatient and complex imaging.  The new Healthcare Facilities will deliver improvements to clinical adjacencies, forming a main entrance 'hub' in the centre of the existing site, thereby commencing a process of site rationalisation that will deliver improved patient outcomes including: Improved privacy and dignity for patients as the project will deliver 50% single rooms for adults; Improved utilisation of beds as the single sex agenda and infection control will be easier to manage; Improved access to Imaging as the department will be planned to meet current and future activity and changes in technology; An attractive and modern environment to attract and recruit world-class professionals to train and work at the Trust;","The MPA RAG rating was Green at Q2 2014.
The Trust confidence assessment was originally well founded as its OBC was agreed by the DH and HMT. It has subsequently had issues to resolve regarding affordability due to externally driven financial pressures e.g. tariff reviews and increasing Quality Innovation Productivity and Prevention (QIPP) demands. This led, in conjunction and agreement with the NHS Trust Development Authority (TDA), to the project being appropriately downsized to help mitigate the affordability position.",15/01/2011,28/11/2016,"There has been a change in the schedule timetable since the Q2 2013/14 return, primarily because the scheme has been on hold whilst affordability was reviewed. This has led to the procurement route being altered from PFI to non-PFI, with a revised OBC currently being prepared for issue to the TDA by end January 2015. Currently, the contract is scheduled for financial close July 2015, compared to November 2014 reflected in the Q2 2013/14 return. Construction completion is now scheduled for March 2017, compared to previous milestone of Sept 2016.", 0.00m, 0.00m, 53.54m,Budget variance less than 5%,"i) The current whole life scheme costs of  53.54m include upfront capital costs of  40.5m, along with  13m relating to a Hard FM service provision over a 30 year period;  ii) The costs have been calculated by the Trusts' Quantity Surveyors and are confirmed as accurate;  iii) There has been a change in the figures since the Q2 2013/14 return, primarily because as at Q2 2013/14, the scheme was still a PFI procurement based on a  55m capital cost. The overall costs of the scheme at that stage were recorded as  208.79m and included the cumulative total of the PFI Annual Unitary Payment (AUP) over a 30 year period, with the AUP including elements covering debt repayment, interest payments, Hard FM, lifecycle, insurance, bid costs and management/administration costs. ",2015.0,,,,
944,Sandwell and West Birmingham Hospitals NHS Trust - The Midland Metropolitan Hospital Project,DoH Capital,Amber/Green,"The development of a new acute hospital on a brown field site in the Grove Lane area of Smethwick( in Sandwell) to replace the current Sandwell General and City Hospitals, as part of the wider changes to health and social care within the health economy being undertaken in the Right Care, Right Here Programme. This will result in a major shift of care away from the acute hospital into community settings, major investment in new community and primary care facilities and the state of the art new single-site acute hospital proposed in the OBC. 
The SoS has authorised use of compulsory purchase powers and the site has been acquired. The OBC has been approved and procurement has commenced.

","The MPA RAG rating was Amber/Green at Q2 2014.
The RAG rating reflects the authorisation of the OBC by DH/HMT and a successful commencement of the procurement. Since Q2 2014 one bidder has withdrawn and one failed to submit a bid at interim submission. The Trust has received a compliant interim bid from one bidder. The programme may change as a result .",01/10/2008,15/10/2018,"The procurement proceeded according to programme through to evaluation of interim submission.
As noted above the Trust is now in a single bidder situation and this may necessitate some changes to future programme.", 0.00m, 0.00m, 1036.30m,Budget variance less than 5%,The budgeted whole life costs of the project represent the anticipated value of the unitary payment over the contract life .,2015.0,,,,
945,Shingles Immunisation Programme,DoH Non Capital,Green,"Background:  shingles is caused by the reactivation of the chicken pox virus in a person with a dormant chicken pox infection.  Shingles incidence is highest in older people as the incidence of shingles increases with age. Prior to immunisation being introduced in the UK, there were estimated to be around 790 to 880 cases per 100,000 people, an estimated 30,000 cases of shingles for people aged 70 Â 79 each year.  In 2010, JCVI advised that a universal shingles programme should be implemented for people aged 70 years to 79 years inclusive if a licensed vaccine was available at a cost effective price.  The Department of Health (DH) has a legal obligation, under the 2010 NHS Constitution, to offer new vaccines to the public that are recommended by JCVI and which are shown to be cost effective. 
Objective:  The overarching objective of introducing shingles vaccination is the reduction of shingles and associated sequaelae in England.
Scope:  The scope of the project is limited to England and includes all the elements required to successfully deliver a shingles vaccination and catch up programme.
Benefits:  The programme is delivering: (1) sustained improvements in public health; (2) a reduction in burden on the NHS by reducing the need for treatment and (3) a cost effective health intervention.
Status:  shingles vaccination was introduced on 1 September 2013.   In 2013/14 shingles vaccination was offered to 70 year olds (the routine cohort) and 79 year olds (the catch-up cohort). In 2014/15 shingles immunisation is being offered to all those aged 70, 78 and 70. The catch-up programme will be continued progressively in future years so that all people aged 70-79 years are offered shingles vaccination.
","The MPA RAG rating was Green at Q2 2014.
The delivery confidence assessment has been set at Green as shingles immunisation was successfully introduced on schedule on 1 September 2013. Vaccine uptake in the first full year of the programme was 62% for 70 year olds and 60% for 79 year olds.  A GMPP Exit Review was carried out in November 2014 and the Major Projects Authority has decided that this programme should be removed from the GMPP.",11/12/2012,01/11/2013,There have been no deviations from the planned schedule., 67.34m, 67.34m, 171.53m,Budget variance less than 5%,"The budgeted whole life costs (WLC) set out in the Q2 2014/15 GMPP return are estimates from the Full Business Case to implement the programme as a whole, including vaccine purchase costs borne by PHE and vaccine administration costs borne by NHS England. The business case was approved by HM Treasury on 3 November 2012. The WLC figure has not changed since the equivalent transparency report in 2013/14.",2015.0,,,,
946,South Acute Programme,DoH Non Capital,Amber/Green,"The South Acute Programme was established in Autumn 2011 to deliver clinical systems for Acute providers in the South of England. The systems, procured locally by providers through this programme, will replace outdated legacy systems and manual processes for the capture of clinical information, enabling a number of benefits to providers, including; reducing the reliance on paper based process, improving safety of care and increasing operational efficiency and effectiveness.  

Providers are working in 6 collaborative groups, each with their own scope, in order to procure and implement systems aligned to local informatics strategy and priorities, with DH providing some central funding to support these local investments.   The service/system scope of each collaborative comprises: 
Group A - Electronic Prescribing and Medicines Administration (EPMA); 
Group B - Electronic Document Management and a Clinical Portal; 
Group C - Community-wide ePrescribing and a clinical hub; 
Group D - An enhanced Patient Administration System (PAS) and a Maternity system; 
Group E - An Integrated Clinical Information System; and 
Group F - Clinical Document Management.
","The MPA RAG rating was Amber/Green at Q2 2014.
The programme achieved an Amber/Green rating due primarily to the lack of clear governance arrangements at that time.  In response to the recommendations the programme team have established a robust programme governance model and, as such, five of the six recommendations have now been closed.   The remaining recommendation, for Trusts to create clear benefits realisation plans, is currently being addressed by Trusts with support from the programme team, as they prepare their Full Business Cases and prepare for deployment. Completion of this would help support a path to a Green delivery confidence.",01/11/2011,27/06/2017,"The programme is progressing broadly as planned and the programme team is working closely with all collaborative groups in order to ensure that they submit and gain approval for their Full Business Cases in line with their expectations for signing contracts. There has been a delay to the original programme timescales due primarily to the approvals process for the Outline Business Case taking longer than anticipated, and Trusts taking longer than anticipated to launch their procurements.

", 40.91m, 11.05m, 189.06m,"The variation between the budget and forecast figures for 2014/15 are attributable to delays since the approval of the Outline Business Case, from which the figures above are taken.  Forecast costs have been re-profiled in line with current plans for Full Business Case approval, contract signature and implementation.","The budgeted Whole Life Costs are based on the Outline Business Case.  The Whole Life Costs will be refined when all collaborative Full Business Cases have been approved, and all costs are known.
The programme is funded by a mixture of central funding (including NHS England programme revenue and Health and Social Care Information Centre  programme admin costs) and local funding (NHS Trust costs).  

",2015.0,,,,
947,Spine 2,DoH Non Capital,Amber,"The Spine 2 programme covers the work required to develop replacement Spine services (a collection of national applications, services and directories that support the NHS in the exchange of information across national and local NHS systems), their transition from the existing Spine services and Spine 2 operation and support services, covering the period 1st April 2012 to 31st March 2018

The main objectives of the Spine 2 programme are  to:

Â Maintain continuity of Spine service from the end of the current contract, through any transition of change of supplier(s), to the end of the period covered by the business case;
Â Increase the number of external organisations able to connect and develop services on behalf of health and social care providers;
Â Reduce the cost and timescale of introducing changes to the Spine services; and
Â Reduce the annual cost of providing the service.
","The MPA RAG rating was Amber at Q2 2014.
The Amber assessment reflects a delivery confidence that Care Identity Service delivery in February 2015 appears feasible. As with all major deliveries of this scale there are a number of significant risks that are being managed to mitigate the impact to the programme.  Hence, our pathway to a Green assessment is based upon the following actions being underway:
Â There have been a number of rehearsals, working closely with BT Health, to validate the approach to a complex transition;
Â There has been considerable stakeholder engagement, the develop of a national e-learning tool and considerable Registration Authority training;
Â The non-functional assurance (volumes and performance testing) is underway and is a significant element that must pass the technical assurance activities, this remains a significant risk until the assurance activities conclude in mid February; and
Â A 24/7 end to end service and IT operational management capacity has been established and will adopt the current spine service 1st and 2nd line support mechanism.",10/05/2010,30/03/2018,"
The delivery of Spine 2 is broadly made up of two parts: Core Spine, and Care Identity Service.  Core Spine went live 25th August 2014, and Care Identity Service is expected to be live in February 2015.", 65.86m, 73.68m, 205.71m,"The Spine 2 Outline Business Case / Full Business Case  estimated a total cost of  205M commencing 2013/14 through to 2017/18. Delay in approving the business case meant that key activities could not be initiated in line with plan, there was some shift in spend from year to year.  A change request had been approved to address this, which showed a reduced spend in 2013/14 and an increase in 2014/15.  For the purposes of the Government Major Projects Plan return on which this report is based, it was thought best to reflect the original spend profile for 2014/15 in the budget, whilst showing the correct spend under forecast.  The variance reported is therefore notional.","Whole Life Cost listed is inclusive of optimum bias, inflation, irrecoverable VAT and contingency, and is taken from the approved business case.",2015.0,,,,
